   9.8977920e-02   1.9739519e-01
   5.0026198e-01   3.2396791e-01
   2.3737463e-01   5.4494623e-01
   1.9216446e-01   1.6300149e-01
   3.4381102e-01   7.7468009e-01
   9.2882610e-01   8.8196729e-01
   4.0413989e-01   4.3743471e-01
   1.7572964e-01   3.7163438e-01
   8.3573682e-01   1.3618987e-01
   3.7887762e-01   6.4500555e-01
   8.6931713e-01   1.3568518e-01
   4.7540460e-01   4.5863894e-01
   8.5670638e-01   1.2787816e-01
   1.0922627e-01   5.8475992e-01
   9.9921695e-01   3.5374673e-01
   8.4551159e-01   9.1808046e-01
   4.4059108e-01   5.2054171e-01
   4.5454545e-01   7.1826456e-01
   9.1846925e-01   8.6242354e-01
   4.5350879e-01   8.9707866e-01
   9.0172376e-01   8.8093530e-01
   7.1321232e-01   9.2696469e-01
   8.9526761e-01   8.4214578e-01
   1.9822233e-01   4.6154771e-01
   6.0382217e-01   3.3232640e-01
   3.5000000e-01   8.4000000e-01
   8.8247084e-01   9.1602164e-01
   9.9658508e-01   2.9085356e-01
   8.3903375e-01   2.2572034e-01
   9.2362681e-01   1.6507467e-01
   6.3406739e-01   7.8476900e-01
   4.6400062e-01   4.6648846e-01
   8.3478437e-01   2.2085980e-01
   1.7469625e-01   1.8285419e-01
   2.4607964e-01   1.6725276e-01
   6.1530370e-01   8.6111135e-01
   4.8856477e-01   6.9683333e-01
   8.9259915e-01   1.1734763e-01
   4.8522639e-01   3.8491746e-01
   5.0864547e-01   4.3714194e-01
   6.5742862e-01   4.8923771e-01
   9.2156360e-01   9.9497478e-01
   7.5911272e-01   2.1509541e-01
   8.6693634e-01   7.7393324e-01
   2.9195389e-01   9.2703261e-01
   8.7987364e-01   8.2198152e-01
   4.4109026e-01   4.6614253e-01
   9.5003579e-01   9.7696417e-01
   8.2011442e-01   2.5000000e-01
   4.6158131e-01   1.5351168e-01
   1.9845127e-01   5.7405572e-01
   4.7299751e-01   4.0390847e-01
   8.4053003e-01   1.3657100e-01
   2.0206957e-01   2.9010458e-01
   9.2513743e-01   8.6563090e-01
   7.6965734e-01   1.9858898e-01
